Jurisdiction,Year,Industry,Unit,Quantity
VIC,1995,Water and waste,PJ,1.8
VIC,1996,Agriculture,PJ,11.6
VIC,1996,Commercial and services,PJ,56.5
VIC,1996,Construction,PJ,6.4
VIC,1996,Electricity generation,PJ,425.9
VIC,1996,Manufacturing,PJ,227.1
VIC,1996,Mining,PJ,28.1
VIC,1996,Other,PJ,23.7
VIC,1996,Residential,PJ,143.2
VIC,1996,Total,PJ,1202.7
VIC,1996,Transport,PJ,278.4
VIC,1996,Water and waste,PJ,1.8
VIC,1997,Agriculture,PJ,12
VIC,1997,Commercial and services,PJ,57.7
VIC,1997,Construction,PJ,7.5
VIC,1997,Electricity generation,PJ,485.8
VIC,1997,Manufacturing,PJ,238.2
VIC,1997,Mining,PJ,29.5
VIC,1997,Other,PJ,24.5
VIC,1997,Residential,PJ,145.9
VIC,1997,Total,PJ,1286.3
VIC,1997,Transport,PJ,283.3
VIC,1997,Water and waste,PJ,1.9
VIC,1998,Agriculture,PJ,12.6
VIC,1998,Commercial and services,PJ,57.8
VIC,1998,Construction,PJ,7.4
VIC,1998,Electricity generation,PJ,525.3
VIC,1998,Manufacturing,PJ,231.6
VIC,1998,Mining,PJ,21.2
VIC,1998,Other,PJ,24.5
VIC,1998,Residential,PJ,143.5
VIC,1998,Total,PJ,1318.3
VIC,1998,Transport,PJ,292.5
VIC,1998,Water and waste,PJ,1.9
VIC,1999,Agriculture,PJ,12.7
VIC,1999,Commercial and services,PJ,59.8
VIC,1999,Construction,PJ,7.3
VIC,1999,Electricity generation,PJ,525.4
VIC,1999,Manufacturing,PJ,241.6
VIC,1999,Mining,PJ,26.2
VIC,1999,Other,PJ,26
VIC,1999,Residential,PJ,145.3
VIC,1999,Total,PJ,1346.3
VIC,1999,Transport,PJ,300
VIC,1999,Water and waste,PJ,2
VIC,2000,Agriculture,PJ,16.9
VIC,2000,Commercial and services,PJ,66.2
VIC,2000,Construction,PJ,7.3
VIC,2000,Electricity generation,PJ,530.8
VIC,2000,Manufacturing,PJ,223.4
VIC,2000,Mining,PJ,25.8
VIC,2000,Other,PJ,20.9
VIC,2000,Residential,PJ,147.7
VIC,2000,Total,PJ,1337.2
VIC,2000,Transport,PJ,296.2
VIC,2000,Water and waste,PJ,2
VIC,2001,Agriculture,PJ,17
VIC,2001,Commercial and services,PJ,67.5
VIC,2001,Construction,PJ,7.3
VIC,2001,Electricity generation,PJ,541.5
VIC,2001,Manufacturing,PJ,226.1
VIC,2001,Mining,PJ,29.7
VIC,2001,Other,PJ,21.8
VIC,2001,Residential,PJ,148.8
VIC,2001,Total,PJ,1371.9
VIC,2001,Transport,PJ,310.2
VIC,2001,Water and waste,PJ,2.1
VIC,2002,Agriculture,PJ,18.822
VIC,2002,Commercial and services,PJ,75.288
VIC,2002,Construction,PJ,7.291
VIC,2002,Electricity generation,PJ,508.385
VIC,2002,Manufacturing,PJ,211.381
VIC,2002,Mining,PJ,20.341
VIC,2002,Other,PJ,20.528
VIC,2002,Residential,PJ,151.732
VIC,2002,Total,PJ,1330.624
VIC,2002,Transport,PJ,314.67
VIC,2002,Water and waste,PJ,2.186
VIC,2003,Agriculture,PJ,19.328
VIC,2003,Commercial and services,PJ,75.059
VIC,2003,Construction,PJ,7.204
VIC,2003,Electricity generation,PJ,524.425
VIC,2003,Manufacturing,PJ,211.671
VIC,2003,Mining,PJ,23.283
VIC,2003,Other,PJ,20.334
VIC,2003,Residential,PJ,151.452
VIC,2003,Total,PJ,1364.902
VIC,2003,Transport,PJ,329.773
VIC,2003,Water and waste,PJ,2.373
VIC,2004,Agriculture,PJ,20.003
VIC,2004,Commercial and services,PJ,75.531
VIC,2004,Construction,PJ,7.131
VIC,2004,Electricity generation,PJ,533.511
VIC,2004,Manufacturing,PJ,194.247
VIC,2004,Mining,PJ,20.522
VIC,2004,Other,PJ,20.707
VIC,2004,Residential,PJ,150.023
VIC,2004,Total,PJ,1356.513
VIC,2004,Transport,PJ,332.52
VIC,2004,Water and waste,PJ,2.317
VIC,2005,Agriculture,PJ,17.588
VIC,2005,Commercial and services,PJ,75.385
VIC,2005,Construction,PJ,5.785
VIC,2005,Electricity generation,PJ,554.752
VIC,2005,Manufacturing,PJ,238.751
VIC,2005,Mining,PJ,22.182
VIC,2005,Other,PJ,20.349
VIC,2005,Residential,PJ,154.345
VIC,2005,Total,PJ,1429.476
VIC,2005,Transport,PJ,337.814
VIC,2005,Water and waste,PJ,2.525
VIC,2006,Agriculture,PJ,15.448
VIC,2006,Commercial and services,PJ,79.537
VIC,2006,Construction,PJ,5.652
VIC,2006,Electricity generation,PJ,539.936
VIC,2006,Manufacturing,PJ,248.182
VIC,2006,Mining,PJ,22.621
VIC,2006,Other,PJ,20.771
VIC,2006,Residential,PJ,156.549
VIC,2006,Total,PJ,1433.859
VIC,2006,Transport,PJ,342.521
VIC,2006,Water and waste,PJ,2.642
VIC,2007,Agriculture,PJ,15.741
VIC,2007,Commercial and services,PJ,80.265
VIC,2007,Construction,PJ,5.661
VIC,2007,Electricity generation,PJ,542.06
VIC,2007,Manufacturing,PJ,238.863
VIC,2007,Mining,PJ,22.813
VIC,2007,Other,PJ,21.677
VIC,2007,Residential,PJ,157.515
VIC,2007,Total,PJ,1426.079
VIC,2007,Transport,PJ,338.858
VIC,2007,Water and waste,PJ,2.627
VIC,2008,Agriculture,PJ,14.231
VIC,2008,Commercial and services,PJ,82.396
VIC,2008,Construction,PJ,9.974
VIC,2008,Electricity generation,PJ,560.405
VIC,2008,Manufacturing,PJ,206.88
VIC,2008,Mining,PJ,28.008
VIC,2008,Other,PJ,18.63
VIC,2008,Residential,PJ,159.099
VIC,2008,Total,PJ,1421.679
VIC,2008,Transport,PJ,339.588
VIC,2008,Water and waste,PJ,2.469
VIC,2009,Agriculture,PJ,15.552
VIC,2009,Commercial and services,PJ,85.84
VIC,2009,Construction,PJ,9.684
VIC,2009,Electricity generation,PJ,548.184
VIC,2009,Manufacturing,PJ,213.792
VIC,2009,Mining,PJ,24.519
VIC,2009,Other,PJ,19.833
VIC,2009,Residential,PJ,160.79
VIC,2009,Total,PJ,1426.739
VIC,2009,Transport,PJ,345.461
VIC,2009,Water and waste,PJ,3.083
VIC,2010,Agriculture,PJ,15.57
VIC,2010,Commercial and services,PJ,89.752
VIC,2010,Construction,PJ,9.755
VIC,2010,Electricity generation,PJ,534.17
VIC,2010,Manufacturing,PJ,237.09
VIC,2010,Mining,PJ,24.883
VIC,2010,Other,PJ,20.09
VIC,2010,Residential,PJ,162.899
VIC,2010,Total,PJ,1448.557
VIC,2010,Transport,PJ,352.056
VIC,2010,Water and waste,PJ,2.292
VIC,2011,Agriculture,PJ,15.666
VIC,2011,Commercial and services,PJ,88.26
VIC,2011,Construction,PJ,10.107
VIC,2011,Electricity generation,PJ,556.951
VIC,2011,Manufacturing,PJ,229.585
VIC,2011,Mining,PJ,27.043
VIC,2011,Other,PJ,18.69
VIC,2011,Residential,PJ,161.909
VIC,2011,Total,PJ,1457.312
VIC,2011,Transport,PJ,345.716
VIC,2011,Water and waste,PJ,3.387
VIC,2012,Agriculture,PJ,15.449
VIC,2012,Commercial and services,PJ,89.801
VIC,2012,Construction,PJ,9.867
VIC,2012,Electricity generation,PJ,494.184
VIC,2012,Manufacturing,PJ,253.592
VIC,2012,Mining,PJ,27.015
VIC,2012,Other,PJ,15.525
VIC,2012,Residential,PJ,164.269
VIC,2012,Total,PJ,1425.302
VIC,2012,Transport,PJ,352.768
VIC,2012,Water and waste,PJ,2.831
VIC,2013,Agriculture,PJ,16.928
VIC,2013,Commercial and services,PJ,76.245
VIC,2013,Construction,PJ,9.49
VIC,2013,Electricity generation,PJ,487.49
VIC,2013,Manufacturing,PJ,244.886
VIC,2013,Mining,PJ,32.889
VIC,2013,Other,PJ,11.456
VIC,2013,Residential,PJ,148.945
VIC,2013,Total,PJ,1394.779
VIC,2013,Transport,PJ,363.394
VIC,2013,Water and waste,PJ,3.055
VIC,2014,Agriculture,PJ,16.8
VIC,2014,Commercial and services,PJ,78.609
VIC,2014,Construction,PJ,10.431
VIC,2014,Electricity generation,PJ,514.194
VIC,2014,Manufacturing,PJ,184.059
VIC,2014,Mining,PJ,30.156
VIC,2014,Other,PJ,9.49
VIC,2014,Residential,PJ,168.378
VIC,2014,Total,PJ,1392.271
VIC,2014,Transport,PJ,377.792
VIC,2014,Water and waste,PJ,2.362
VIC,2015,Agriculture,PJ,17.066
VIC,2015,Commercial and services,PJ,76.812
VIC,2015,Construction,PJ,11.31
VIC,2015,Electricity generation,PJ,496.713
VIC,2015,Manufacturing,PJ,226.533
VIC,2015,Mining,PJ,30.639
VIC,2015,Other,PJ,10.9
VIC,2015,Residential,PJ,166.925
VIC,2015,Total,PJ,1414.792
VIC,2015,Transport,PJ,375.561
VIC,2015,Water and waste,PJ,2.333
VIC,2016,Agriculture,PJ,19.413
VIC,2016,Commercial and services,PJ,77.195
VIC,2016,Construction,PJ,12.037
VIC,2016,Electricity generation,PJ,472.481
VIC,2016,Manufacturing,PJ,210.798
VIC,2016,Mining,PJ,25.223
VIC,2016,Other,PJ,11.359
VIC,2016,Residential,PJ,170.853
VIC,2016,Total,PJ,1384.789
VIC,2016,Transport,PJ,382.83
VIC,2016,Water and waste,PJ,2.6
VIC,2017,Agriculture,PJ,19.526
VIC,2017,Commercial and services,PJ,79.061
VIC,2017,Construction,PJ,12.752
VIC,2017,Electricity generation,PJ,394.32
VIC,2017,Manufacturing,PJ,207.531
VIC,2017,Mining,PJ,25.764
VIC,2017,Other,PJ,14.796
VIC,2017,Residential,PJ,167.905
VIC,2017,Total,PJ,1309.98
VIC,2017,Transport,PJ,385.323
VIC,2017,Water and waste,PJ,3.002
VIC,2018,Agriculture,PJ,12.59
VIC,2018,Commercial and services,PJ,77.23
VIC,2018,Construction,PJ,13.289
VIC,2018,Electricity generation,PJ,373.01
VIC,2018,Manufacturing,PJ,185.933
VIC,2018,Mining,PJ,24.375
VIC,2018,Other,PJ,16.629
VIC,2018,Residential,PJ,170.769
VIC,2018,Total,PJ,1276.267
VIC,2018,Transport,PJ,399.094
VIC,2018,Water and waste,PJ,3.349
VIC,2019,Agriculture,PJ,9.89
VIC,2019,Commercial and services,PJ,72.081
VIC,2019,Construction,PJ,13.421
VIC,2019,Electricity generation,PJ,354.47
VIC,2019,Manufacturing,PJ,176.858
VIC,2019,Mining,PJ,21.661
VIC,2019,Other,PJ,16.916
VIC,2019,Residential,PJ,181.667
VIC,2019,Total,PJ,1207.708
VIC,2019,Transport,PJ,355.944
VIC,2019,Water and waste,PJ,4.801
VIC,2020,Agriculture,PJ,14.297
VIC,2020,Commercial and services,PJ,68.595
VIC,2020,Construction,PJ,12.951
VIC,2020,Electricity generation,PJ,348.648
VIC,2020,Manufacturing,PJ,169.72
VIC,2020,Mining,PJ,20.204
VIC,2020,Other,PJ,17.502
VIC,2020,Residential,PJ,182.543
VIC,2020,Total,PJ,1128.83
VIC,2020,Transport,PJ,289.552
VIC,2020,Water and waste,PJ,4.819
VIC,2021,Agriculture,PJ,13.793
VIC,2021,Commercial and services,PJ,70.693
VIC,2021,Construction,PJ,12.632
VIC,2021,Electricity generation,PJ,341.639
VIC,2021,Manufacturing,PJ,172.273
VIC,2021,Mining,PJ,19.928
VIC,2021,Other,PJ,17.211
VIC,2021,Residential,PJ,181.527
VIC,2021,Total,PJ,1148.131
VIC,2021,Transport,PJ,313.943
VIC,2021,Water and waste,PJ,4.492
VIC,2022,Agriculture,PJ,13.267
VIC,2022,Commercial and services,PJ,75.915
VIC,2022,Construction,PJ,12.405
VIC,2022,Electricity generation,PJ,329.48
VIC,2022,Manufacturing,PJ,169.058
VIC,2022,Mining,PJ,20.531
VIC,2022,Other,PJ,14.782
VIC,2022,Residential,PJ,169.958
VIC,2022,Total,PJ,1172.601
VIC,2022,Transport,PJ,364.529
VIC,2022,Water and waste,PJ,2.677
WA,1973,Agriculture,PJ,4.8
WA,1973,Commercial and services,PJ,6.2
WA,1973,Construction,PJ,4.1
WA,1973,Electricity generation,PJ,39.2
WA,1973,Manufacturing,PJ,83.6
WA,1973,Mining,PJ,21.5
WA,1973,Other,PJ,5.4
WA,1973,Residential,PJ,18.5
WA,1973,Total,PJ,272.6
WA,1973,Transport,PJ,89
WA,1973,Water and waste,PJ,0.3
WA,1974,Agriculture,PJ,4.6
WA,1974,Commercial and services,PJ,6.3
WA,1974,Construction,PJ,4
WA,1974,Electricity generation,PJ,45.1
WA,1974,Manufacturing,PJ,86
WA,1974,Mining,PJ,21.3
WA,1974,Other,PJ,4.7
WA,1974,Residential,PJ,18.7
WA,1974,Total,PJ,279.6
WA,1974,Transport,PJ,88.6
WA,1974,Water and waste,PJ,0.2
WA,1975,Agriculture,PJ,4.8
WA,1975,Commercial and services,PJ,6.8
WA,1975,Construction,PJ,3.4
WA,1975,Electricity generation,PJ,49
WA,1975,Manufacturing,PJ,99.7
WA,1975,Mining,PJ,21.3
WA,1975,Other,PJ,5.3
WA,1975,Residential,PJ,19
WA,1975,Total,PJ,296.5
WA,1975,Transport,PJ,87
WA,1975,Water and waste,PJ,0.2
WA,1976,Agriculture,PJ,4.9
WA,1976,Commercial and services,PJ,7.1
WA,1976,Construction,PJ,3.7
WA,1976,Electricity generation,PJ,52.3
WA,1976,Manufacturing,PJ,107
WA,1976,Mining,PJ,23.5
WA,1976,Other,PJ,5.2
WA,1976,Residential,PJ,19.6
WA,1976,Total,PJ,322.1
WA,1976,Transport,PJ,98.5
WA,1976,Water and waste,PJ,0.2
WA,1977,Agriculture,PJ,5.8
WA,1977,Commercial and services,PJ,7.6
WA,1977,Construction,PJ,3.9
WA,1977,Electricity generation,PJ,53.1
WA,1977,Manufacturing,PJ,108.9
WA,1977,Mining,PJ,23.1
WA,1977,Other,PJ,5.4
WA,1977,Residential,PJ,19.7
WA,1977,Total,PJ,328.4
WA,1977,Transport,PJ,100.7
WA,1977,Water and waste,PJ,0.3
WA,1978,Agriculture,PJ,5.9
WA,1978,Commercial and services,PJ,8
WA,1978,Construction,PJ,4.2
WA,1978,Electricity generation,PJ,54.9
WA,1978,Manufacturing,PJ,112.1
WA,1978,Mining,PJ,24.7
WA,1978,Other,PJ,5.4
WA,1978,Residential,PJ,20.8
WA,1978,Total,PJ,336
WA,1978,Transport,PJ,99.8
WA,1978,Water and waste,PJ,0.2
WA,1979,Agriculture,PJ,6.5
WA,1979,Commercial and services,PJ,8.6
WA,1979,Construction,PJ,5.7
WA,1979,Electricity generation,PJ,57.2
WA,1979,Manufacturing,PJ,105.9
WA,1979,Mining,PJ,25.8
WA,1979,Other,PJ,5.4
WA,1979,Residential,PJ,20.9
WA,1979,Total,PJ,334.1
WA,1979,Transport,PJ,97.9
WA,1979,Water and waste,PJ,0.3
WA,1980,Agriculture,PJ,7.3
WA,1980,Commercial and services,PJ,8.6
WA,1980,Construction,PJ,6.5
WA,1980,Electricity generation,PJ,59.4
WA,1980,Manufacturing,PJ,98.1
WA,1980,Mining,PJ,16.3
WA,1980,Other,PJ,5.1
WA,1980,Residential,PJ,21.4
WA,1980,Total,PJ,322
WA,1980,Transport,PJ,99.1
WA,1980,Water and waste,PJ,0.3
WA,1981,Agriculture,PJ,7.4
WA,1981,Commercial and services,PJ,8.7
WA,1981,Construction,PJ,5.8
WA,1981,Electricity generation,PJ,58.7
WA,1981,Manufacturing,PJ,84.6
WA,1981,Mining,PJ,14.4
WA,1981,Other,PJ,5.8
WA,1981,Residential,PJ,21.2
WA,1981,Total,PJ,300.1
WA,1981,Transport,PJ,93.2
WA,1981,Water and waste,PJ,0.3
WA,1982,Agriculture,PJ,7.9
WA,1982,Commercial and services,PJ,9.1
WA,1982,Construction,PJ,6.4
WA,1982,Electricity generation,PJ,60.1
WA,1982,Manufacturing,PJ,83.7
WA,1982,Mining,PJ,13.4
WA,1982,Other,PJ,5.2
WA,1982,Residential,PJ,20.8
WA,1982,Total,PJ,304.6
WA,1982,Transport,PJ,97.8
WA,1982,Water and waste,PJ,0.3
WA,1983,Agriculture,PJ,8.8
WA,1983,Commercial and services,PJ,9
WA,1983,Construction,PJ,5.7
WA,1983,Electricity generation,PJ,62.8
WA,1983,Manufacturing,PJ,93
WA,1983,Mining,PJ,13.7
WA,1983,Other,PJ,5.4
WA,1983,Residential,PJ,20.9
WA,1983,Total,PJ,313.9
WA,1983,Transport,PJ,94.3
WA,1983,Water and waste,PJ,0.3
WA,1984,Agriculture,PJ,8.7
WA,1984,Commercial and services,PJ,9.7
WA,1984,Construction,PJ,4.9
WA,1984,Electricity generation,PJ,65
WA,1984,Manufacturing,PJ,108.3
WA,1984,Mining,PJ,19.6
WA,1984,Other,PJ,5.8
WA,1984,Residential,PJ,21.8
WA,1984,Total,PJ,343.1
WA,1984,Transport,PJ,99
WA,1984,Water and waste,PJ,0.3
WA,1985,Agriculture,PJ,8
WA,1985,Commercial and services,PJ,9.8
WA,1985,Construction,PJ,4.8
WA,1985,Electricity generation,PJ,67.3
WA,1985,Manufacturing,PJ,106.4
WA,1985,Mining,PJ,21.1
WA,1985,Other,PJ,5.7
WA,1985,Residential,PJ,21.7
WA,1985,Total,PJ,344.8
WA,1985,Transport,PJ,99.7
WA,1985,Water and waste,PJ,0.3
WA,1986,Agriculture,PJ,9.4
WA,1986,Commercial and services,PJ,11
WA,1986,Construction,PJ,4.6
WA,1986,Electricity generation,PJ,71.4
WA,1986,Manufacturing,PJ,108.5
WA,1986,Mining,PJ,24.1
WA,1986,Other,PJ,5.9
WA,1986,Residential,PJ,22.6
WA,1986,Total,PJ,358.4
WA,1986,Transport,PJ,100.6
WA,1986,Water and waste,PJ,0.3
WA,1987,Agriculture,PJ,9.6
WA,1987,Commercial and services,PJ,11.8
WA,1987,Construction,PJ,4.7
WA,1987,Electricity generation,PJ,80.1
WA,1987,Manufacturing,PJ,116.5
WA,1987,Mining,PJ,30.1
WA,1987,Other,PJ,6.4
WA,1987,Residential,PJ,22.5
WA,1987,Total,PJ,391.1
WA,1987,Transport,PJ,109.1
WA,1987,Water and waste,PJ,0.4
WA,1988,Agriculture,PJ,10.1
WA,1988,Commercial and services,PJ,13.1
WA,1988,Construction,PJ,5.8
WA,1988,Electricity generation,PJ,89.8
WA,1988,Manufacturing,PJ,126.5
WA,1988,Mining,PJ,41.4
WA,1988,Other,PJ,7.1
WA,1988,Residential,PJ,23.4
WA,1988,Total,PJ,427.7
WA,1988,Transport,PJ,110.1
WA,1988,Water and waste,PJ,0.4
WA,1989,Agriculture,PJ,9.4
WA,1989,Commercial and services,PJ,14.2
WA,1989,Construction,PJ,5.4
WA,1989,Electricity generation,PJ,99.4
WA,1989,Manufacturing,PJ,135.4
WA,1989,Mining,PJ,66.9
WA,1989,Other,PJ,6.6
WA,1989,Residential,PJ,24.7
WA,1989,Total,PJ,473
WA,1989,Transport,PJ,110.6
WA,1989,Water and waste,PJ,0.4
WA,1990,Agriculture,PJ,8.8
WA,1990,Commercial and services,PJ,14.7
WA,1990,Construction,PJ,5
WA,1990,Electricity generation,PJ,102.4
WA,1990,Manufacturing,PJ,141.1
WA,1990,Mining,PJ,74.5
WA,1990,Other,PJ,5.8
WA,1990,Residential,PJ,25.7
WA,1990,Total,PJ,488.4
WA,1990,Transport,PJ,109.9
WA,1990,Water and waste,PJ,0.4
WA,1991,Agriculture,PJ,9.3
WA,1991,Commercial and services,PJ,14.9
WA,1991,Construction,PJ,4.8
WA,1991,Electricity generation,PJ,102.4
WA,1991,Manufacturing,PJ,138.9
WA,1991,Mining,PJ,80.6
WA,1991,Other,PJ,6.9
WA,1991,Residential,PJ,26.3
WA,1991,Total,PJ,496.4
WA,1991,Transport,PJ,111.8
WA,1991,Water and waste,PJ,0.5
WA,1992,Agriculture,PJ,9.9
WA,1992,Commercial and services,PJ,15.6
WA,1992,Construction,PJ,4.7
WA,1992,Electricity generation,PJ,102.9
WA,1992,Manufacturing,PJ,146.2
WA,1992,Mining,PJ,93.2
WA,1992,Other,PJ,8.1
WA,1992,Residential,PJ,27.3
WA,1992,Total,PJ,522
WA,1992,Transport,PJ,113.6
WA,1992,Water and waste,PJ,0.5
WA,1993,Agriculture,PJ,10.5
WA,1993,Commercial and services,PJ,16.7
WA,1993,Construction,PJ,4.5
WA,1993,Electricity generation,PJ,109.1
WA,1993,Manufacturing,PJ,154.5
WA,1993,Mining,PJ,99.4
WA,1993,Other,PJ,8.8
WA,1993,Residential,PJ,28.2
WA,1993,Total,PJ,554.1
WA,1993,Transport,PJ,121.9
WA,1993,Water and waste,PJ,0.5
WA,1994,Agriculture,PJ,11.2
WA,1994,Commercial and services,PJ,17.5
WA,1994,Construction,PJ,4.4
WA,1994,Electricity generation,PJ,116.8
WA,1994,Manufacturing,PJ,157.8
WA,1994,Mining,PJ,114.2
WA,1994,Other,PJ,10.5
WA,1994,Residential,PJ,29.3
WA,1994,Total,PJ,592.7
WA,1994,Transport,PJ,130.5
WA,1994,Water and waste,PJ,0.5
WA,1995,Agriculture,PJ,11.5
WA,1995,Commercial and services,PJ,18
WA,1995,Construction,PJ,4.2
WA,1995,Electricity generation,PJ,122.5
WA,1995,Manufacturing,PJ,160
WA,1995,Mining,PJ,131.7
WA,1995,Other,PJ,11.7
WA,1995,Residential,PJ,29.6
WA,1995,Total,PJ,630.2
WA,1995,Transport,PJ,140.5
WA,1995,Water and waste,PJ,0.6
WA,1996,Agriculture,PJ,11.7
WA,1996,Commercial and services,PJ,18.5
WA,1996,Construction,PJ,4
WA,1996,Electricity generation,PJ,127.3
WA,1996,Manufacturing,PJ,161.4
WA,1996,Mining,PJ,138.2
WA,1996,Other,PJ,11.7
WA,1996,Residential,PJ,30.2
WA,1996,Total,PJ,649.6
WA,1996,Transport,PJ,146
WA,1996,Water and waste,PJ,0.6
WA,1997,Agriculture,PJ,11.2
WA,1997,Commercial and services,PJ,19.3
WA,1997,Construction,PJ,3.9
WA,1997,Electricity generation,PJ,133.8
WA,1997,Manufacturing,PJ,163.3
WA,1997,Mining,PJ,142.4
WA,1997,Other,PJ,12.1
WA,1997,Residential,PJ,31.6
WA,1997,Total,PJ,662.6
WA,1997,Transport,PJ,144.3
WA,1997,Water and waste,PJ,0.6
WA,1998,Agriculture,PJ,11.1
WA,1998,Commercial and services,PJ,20.6
WA,1998,Construction,PJ,3.7
WA,1998,Electricity generation,PJ,126
WA,1998,Manufacturing,PJ,173.3
WA,1998,Mining,PJ,145.8
WA,1998,Other,PJ,12.2
WA,1998,Residential,PJ,32.1
WA,1998,Total,PJ,672.8
WA,1998,Transport,PJ,147.4
WA,1998,Water and waste,PJ,0.6
WA,1999,Agriculture,PJ,11.3
WA,1999,Commercial and services,PJ,21.1
WA,1999,Construction,PJ,3.6
WA,1999,Electricity generation,PJ,130.2
WA,1999,Manufacturing,PJ,176.6
WA,1999,Mining,PJ,152.8
WA,1999,Other,PJ,13.2
WA,1999,Residential,PJ,32.6
WA,1999,Total,PJ,688.5
WA,1999,Transport,PJ,146.5
WA,1999,Water and waste,PJ,0.7
WA,2000,Agriculture,PJ,12.9
WA,2000,Commercial and services,PJ,20.8
WA,2000,Construction,PJ,3.5
WA,2000,Electricity generation,PJ,142.2
WA,2000,Manufacturing,PJ,225.4
WA,2000,Mining,PJ,111.8
WA,2000,Other,PJ,7.7
WA,2000,Residential,PJ,33.1
WA,2000,Total,PJ,708.1
WA,2000,Transport,PJ,150.1
WA,2000,Water and waste,PJ,0.7
WA,2001,Agriculture,PJ,13.2
WA,2001,Commercial and services,PJ,22.5
WA,2001,Construction,PJ,3.4
WA,2001,Electricity generation,PJ,145.2
WA,2001,Manufacturing,PJ,225.7
WA,2001,Mining,PJ,117.3
WA,2001,Other,PJ,7.8
WA,2001,Residential,PJ,34.3
WA,2001,Total,PJ,722.9
WA,2001,Transport,PJ,152.8
WA,2001,Water and waste,PJ,0.7
WA,2002,Agriculture,PJ,15.178
WA,2002,Commercial and services,PJ,23.515
WA,2002,Construction,PJ,3.248
WA,2002,Electricity generation,PJ,150.727
WA,2002,Manufacturing,PJ,235.563
WA,2002,Mining,PJ,103.085
WA,2002,Other,PJ,8.44
WA,2002,Residential,PJ,34.654
WA,2002,Total,PJ,719.958
WA,2002,Transport,PJ,145.047
WA,2002,Water and waste,PJ,0.501
WA,2003,Agriculture,PJ,15.978
WA,2003,Commercial and services,PJ,23.976
WA,2003,Construction,PJ,3.616
WA,2003,Electricity generation,PJ,156.728
WA,2003,Manufacturing,PJ,234.559
WA,2003,Mining,PJ,99.909
WA,2003,Other,PJ,9.889
WA,2003,Residential,PJ,34.04
WA,2003,Total,PJ,730.333
WA,2003,Transport,PJ,151.094
WA,2003,Water and waste,PJ,0.543
WA,2004,Agriculture,PJ,17.237
WA,2004,Commercial and services,PJ,25.141
WA,2004,Construction,PJ,3.666
WA,2004,Electricity generation,PJ,158.753
WA,2004,Manufacturing,PJ,231.826
WA,2004,Mining,PJ,113.969
WA,2004,Other,PJ,7.856
WA,2004,Residential,PJ,33.661
WA,2004,Total,PJ,748.204
WA,2004,Transport,PJ,155.567
WA,2004,Water and waste,PJ,0.528
WA,2005,Agriculture,PJ,13.718
WA,2005,Commercial and services,PJ,25.535
WA,2005,Construction,PJ,4.588
WA,2005,Electricity generation,PJ,156.147
WA,2005,Manufacturing,PJ,223.072
WA,2005,Mining,PJ,129.259
WA,2005,Other,PJ,8.974
WA,2005,Residential,PJ,34.026
WA,2005,Total,PJ,757.067
WA,2005,Transport,PJ,161.175
WA,2005,Water and waste,PJ,0.573
WA,2006,Agriculture,PJ,13.415
WA,2006,Commercial and services,PJ,26.927
WA,2006,Construction,PJ,4.795
WA,2006,Electricity generation,PJ,162.712
WA,2006,Manufacturing,PJ,256.749
WA,2006,Mining,PJ,143.017
WA,2006,Other,PJ,7.316
WA,2006,Residential,PJ,36.201
WA,2006,Total,PJ,820.67
WA,2006,Transport,PJ,168.939
WA,2006,Water and waste,PJ,0.599
WA,2007,Agriculture,PJ,13.786
WA,2007,Commercial and services,PJ,27.582
WA,2007,Construction,PJ,4.789
WA,2007,Electricity generation,PJ,170.274
WA,2007,Manufacturing,PJ,243.71
WA,2007,Mining,PJ,148.021
WA,2007,Other,PJ,5.828
WA,2007,Residential,PJ,37.035
WA,2007,Total,PJ,827.963
WA,2007,Transport,PJ,174.876
WA,2007,Water and waste,PJ,2.06
WA,2008,Agriculture,PJ,15.619
WA,2008,Commercial and services,PJ,28.27
WA,2008,Construction,PJ,3.665
WA,2008,Electricity generation,PJ,232.072
WA,2008,Manufacturing,PJ,243.575
WA,2008,Mining,PJ,169.195
WA,2008,Other,PJ,6.68
WA,2008,Residential,PJ,36.598
WA,2008,Total,PJ,917.222
WA,2008,Transport,PJ,179.312
WA,2008,Water and waste,PJ,2.237
WA,2009,Agriculture,PJ,16.763
WA,2009,Commercial and services,PJ,27.379
WA,2009,Construction,PJ,3.395
WA,2009,Electricity generation,PJ,219.395
WA,2009,Manufacturing,PJ,244.573
WA,2009,Mining,PJ,168.956
WA,2009,Other,PJ,6.27
WA,2009,Residential,PJ,36.741
WA,2009,Total,PJ,905.748
WA,2009,Transport,PJ,180.006
WA,2009,Water and waste,PJ,2.27
WA,2010,Agriculture,PJ,17.565
WA,2010,Commercial and services,PJ,29.502
WA,2010,Construction,PJ,3.779
WA,2010,Electricity generation,PJ,236.528
WA,2010,Manufacturing,PJ,259.769
WA,2010,Mining,PJ,189.294
WA,2010,Other,PJ,6.55
WA,2010,Residential,PJ,40.418
WA,2010,Total,PJ,980.289
WA,2010,Transport,PJ,193.34
WA,2010,Water and waste,PJ,3.544
WA,2011,Agriculture,PJ,18.377
WA,2011,Commercial and services,PJ,30.44
WA,2011,Construction,PJ,3.785
WA,2011,Electricity generation,PJ,233.023
WA,2011,Manufacturing,PJ,225.937
