Supply,Fuel,Year,Unit,Quantity
Exports,Other petroleum products,1996,PJ,21.8
Exports,Other petroleum products,1997,PJ,12.4
Exports,Other petroleum products,1998,PJ,8.7
Exports,Other petroleum products,1999,PJ,5.8
Exports,Other petroleum products,2000,PJ,7.1
Exports,Other petroleum products,2001,PJ,6.9
Exports,Other petroleum products,2002,PJ,2.632
Exports,Other petroleum products,2003,PJ,2.085
Exports,Other petroleum products,2004,PJ,2.449
Exports,Other petroleum products,2005,PJ,2.401
Exports,Other petroleum products,2006,PJ,2.666
Exports,Other petroleum products,2007,PJ,1.842
Exports,Other petroleum products,2008,PJ,1.676
Exports,Other petroleum products,2009,PJ,1.345
Exports,Other petroleum products,2010,PJ,7.503
Exports,Other petroleum products,2011,PJ,4.83
Exports,Other petroleum products,2012,PJ,1.551
Exports,Other petroleum products,2013,PJ,2.152
Exports,Other petroleum products,2014,PJ,2.641
Exports,Other petroleum products,2015,PJ,2.107
Exports,Other petroleum products,2016,PJ,5.778
Exports,Other petroleum products,2017,PJ,12.798
Exports,Other petroleum products,2018,PJ,16.329
Exports,Other petroleum products,2019,PJ,11.468
Exports,Other petroleum products,2020,PJ,13.66
Exports,Other petroleum products,2021,PJ,2.428
Exports,Other petroleum products,2022,PJ,2.396
