LGA_CODE_2016,LGA_NAME_2016,EnergyType,Capacity
16490,Queanbeyan-Palerang Regional (A),Commercial Capacity (MW),1563
26080,Queenscliffe (B),Commercial Capacity (MW),663
36150,Quilpie (S),Commercial Capacity (MW),0
16550,Randwick (C),Commercial Capacity (MW),39675
57420,Ravensthorpe (S),Commercial Capacity (MW),953
36250,Redland (C),Commercial Capacity (MW),43646
46670,Renmark Paringa (DC),Commercial Capacity (MW),3714
36300,Richmond (S),Commercial Capacity (MW),1050
16610,Richmond Valley (A),Commercial Capacity (MW),1231
46860,Robe (DC),Commercial Capacity (MW),94
16650,Rockdale (C),Commercial Capacity (MW),7862
36370,Rockhampton (R),Commercial Capacity (MW),5293
57490,Rockingham (C),Commercial Capacity (MW),12866
73600,Roper Gulf (R),Commercial Capacity (MW),1051
46970,Roxby Downs (M),Commercial Capacity (MW),0
16700,Ryde (C),Commercial Capacity (MW),33758
47140,Salisbury (C),Commercial Capacity (MW),845
57630,Sandstone (S),Commercial Capacity (MW),69
36510,Scenic Rim (R),Commercial Capacity (MW),19346
57700,Serpentine-Jarrahdale (S),Commercial Capacity (MW),1901
57770,Shark Bay (S),Commercial Capacity (MW),495
16900,Shellharbour (C),Commercial Capacity (MW),4352
16950,Shoalhaven (C),Commercial Capacity (MW),22896
17000,Singleton (A),Commercial Capacity (MW),649
17040,Snowy Monaro Regional (A),Commercial Capacity (MW),624
17080,Snowy Valleys (A),Commercial Capacity (MW),46
36580,Somerset (R),Commercial Capacity (MW),5855
64810,Sorell (M),Commercial Capacity (MW),2499
36630,South Burnett (R),Commercial Capacity (MW),9399
26170,South Gippsland (S),Commercial Capacity (MW),487
57840,South Perth (C),Commercial Capacity (MW),3993
36660,Southern Downs (R),Commercial Capacity (MW),15088
26260,Southern Grampians (S),Commercial Capacity (MW),121
47290,Southern Mallee (DC),Commercial Capacity (MW),1994
65010,Southern Midlands (M),Commercial Capacity (MW),2159
57910,Stirling (C),Commercial Capacity (MW),14838
26350,Stonnington (C),Commercial Capacity (MW),11488
26430,Strathbogie (S),Commercial Capacity (MW),1121
17100,Strathfield (A),Commercial Capacity (MW),668
47490,Streaky Bay (DC),Commercial Capacity (MW),0
57980,Subiaco (C),Commercial Capacity (MW),1919
36720,Sunshine Coast (R),Commercial Capacity (MW),35958
26490,Surf Coast (S),Commercial Capacity (MW),617
17150,Sutherland Shire (A),Commercial Capacity (MW),37458
58050,Swan (C),Commercial Capacity (MW),11413
26610,Swan Hill (RC),Commercial Capacity (MW),7625
17200,Sydney (C),Commercial Capacity (MW),27064
36820,Tablelands (R),Commercial Capacity (MW),12923
58190,Tammin (S),Commercial Capacity (MW),251
17310,Tamworth Regional (A),Commercial Capacity (MW),1691
65210,Tasman (M),Commercial Capacity (MW),1069
47630,Tatiara (DC),Commercial Capacity (MW),5117
47700,Tea Tree Gully (C),Commercial Capacity (MW),5298
17350,Temora (A),Commercial Capacity (MW),516
17400,Tenterfield (A),Commercial Capacity (MW),1173
47800,The Coorong (DC),Commercial Capacity (MW),2894
17420,The Hills Shire (A),Commercial Capacity (MW),7141
58260,Three Springs (S),Commercial Capacity (MW),780
74050,Tiwi Islands (R),Commercial Capacity (MW),582
58330,Toodyay (S),Commercial Capacity (MW),816
36910,Toowoomba (R),Commercial Capacity (MW),33268
36950,Torres (S),Commercial Capacity (MW),0
36960,Torres Strait Island (R),Commercial Capacity (MW),0
37010,Townsville (C),Commercial Capacity (MW),79841
26670,Towong (S),Commercial Capacity (MW),1946
58400,Trayning (S),Commercial Capacity (MW),556
47910,Tumby Bay (DC),Commercial Capacity (MW),14
17550,Tweed (A),Commercial Capacity (MW),2515
99399,Unincorp. Other Territories,Commercial Capacity (MW),58
89399,Unincorporated ACT,Commercial Capacity (MW),153538
19399,Unincorporated NSW,Commercial Capacity (MW),6
79399,Unincorporated NT,Commercial Capacity (MW),4850
49399,Unincorporated SA,Commercial Capacity (MW),425
29399,Unincorporated Vic,Commercial Capacity (MW),293
47980,Unley (C),Commercial Capacity (MW),10810
58470,Upper Gascoyne (S),Commercial Capacity (MW),0
17620,Upper Hunter Shire (A),Commercial Capacity (MW),6
17640,Upper Lachlan Shire (A),Commercial Capacity (MW),412
17650,Uralla (A),Commercial Capacity (MW),0
48050,Victor Harbor (C),Commercial Capacity (MW),0
74550,Victoria Daly (R),Commercial Capacity (MW),408
58510,Victoria Park (T),Commercial Capacity (MW),2676
58540,Victoria Plains (S),Commercial Capacity (MW),869
58570,Vincent (C),Commercial Capacity (MW),3031
74560,Wagait (S),Commercial Capacity (MW),84
17750,Wagga Wagga (C),Commercial Capacity (MW),17267
58610,Wagin (S),Commercial Capacity (MW),1586
48130,Wakefield (DC),Commercial Capacity (MW),1633
17850,Walcha (A),Commercial Capacity (MW),0
17900,Walgett (A),Commercial Capacity (MW),2
48260,Walkerville (M),Commercial Capacity (MW),2155
58680,Wandering (S),Commercial Capacity (MW),255
26700,Wangaratta (RC),Commercial Capacity (MW),10445
58760,Wanneroo (C),Commercial Capacity (MW),10845
65410,Waratah/Wynyard (M),Commercial Capacity (MW),1166
58820,Waroona (S),Commercial Capacity (MW),2800
17950,Warren (A),Commercial Capacity (MW),374
26730,Warrnambool (C),Commercial Capacity (MW),12853
18020,Warrumbungle Shire (A),Commercial Capacity (MW),2
48340,Wattle Range (DC),Commercial Capacity (MW),3587
18050,Waverley (A),Commercial Capacity (MW),9937
18100,Weddin (A),Commercial Capacity (MW),11
37300,Weipa (T),Commercial Capacity (MW),2712
26810,Wellington (S),Commercial Capacity (MW),5593
18200,Wentworth (A),Commercial Capacity (MW),900
74660,West Arnhem (R),Commercial Capacity (MW),1151
58890,West Arthur (S),Commercial Capacity (MW),759
65610,West Coast (M),Commercial Capacity (MW),1606
74680,West Daly (R),Commercial Capacity (MW),425
65810,West Tamar (M),Commercial Capacity (MW),3878
48410,West Torrens (C),Commercial Capacity (MW),1909
26890,West Wimmera (S),Commercial Capacity (MW),619
37310,Western Downs (R),Commercial Capacity (MW),1361
18230,Western Plains Regional (A),Commercial Capacity (MW),7464
59030,Westonia (S),Commercial Capacity (MW),0
26980,Whitehorse (C),Commercial Capacity (MW),27844
37340,Whitsunday (R),Commercial Capacity (MW),161
27070,Whittlesea (C),Commercial Capacity (MW),28147
48540,Whyalla (C),Commercial Capacity (MW),4811
59100,Wickepin (S),Commercial Capacity (MW),262
59170,Williams (S),Commercial Capacity (MW),1372
18250,Willoughby (C),Commercial Capacity (MW),5891
59250,Wiluna (S),Commercial Capacity (MW),0
18350,Wingecarribee (A),Commercial Capacity (MW),2553
37400,Winton (S),Commercial Capacity (MW),24
27170,Wodonga (C),Commercial Capacity (MW),13029
18400,Wollondilly (A),Commercial Capacity (MW),4207
18450,Wollongong (C),Commercial Capacity (MW),25425
59310,Wongan-Ballidu (S),Commercial Capacity (MW),2300
59320,Woodanilling (S),Commercial Capacity (MW),267
18500,Woollahra (A),Commercial Capacity (MW),8373
37550,Woorabinda (S),Commercial Capacity (MW),0
48640,Wudinna (DC),Commercial Capacity (MW),383
37570,Wujal Wujal (S),Commercial Capacity (MW),212
59330,Wyalkatchem (S),Commercial Capacity (MW),921
27260,Wyndham (C),Commercial Capacity (MW),16110
59340,Wyndham-East Kimberley (S),Commercial Capacity (MW),3596
59350,Yalgoo (S),Commercial Capacity (MW),293
48750,Yankalilla (DC),Commercial Capacity (MW),1567
27350,Yarra (C),Commercial Capacity (MW),9614
27450,Yarra Ranges (S),Commercial Capacity (MW),25329
37600,Yarrabah (S),Commercial Capacity (MW),662
27630,Yarriambiack (S),Commercial Capacity (MW),4142
18710,Yass Valley (A),Commercial Capacity (MW),150
59360,Yilgarn (S),Commercial Capacity (MW),2413
59370,York (S),Commercial Capacity (MW),"1,557"
48830,Yorke Peninsula (DC),Commercial Capacity (MW),"5,416"
40070,Adelaide (C),Mixed Capacity (MW),9032
40120,Adelaide Hills (DC),Mixed Capacity (MW),48
50080,Albany (C),Mixed Capacity (MW),6763
10050,Albury (C),Mixed Capacity (MW),3884
40220,Alexandrina (DC),Mixed Capacity (MW),738
70200,Alice Springs (T),Mixed Capacity (MW),2600
20110,Alpine (S),Mixed Capacity (MW),1632
40250,Anangu Pitjantjatjara (AC),Mixed Capacity (MW),0
20260,Ararat (RC),Mixed Capacity (MW),1676
50210,Armadale (C),Mixed Capacity (MW),1872
10130,Armidale Regional (A),Mixed Capacity (MW),42
50250,Ashburton (S),Mixed Capacity (MW),1066
50280,Augusta-Margaret River (S),Mixed Capacity (MW),4031
30250,Aurukun (S),Mixed Capacity (MW),37
20570,Ballarat (C),Mixed Capacity (MW),5992
10250,Ballina (A),Mixed Capacity (MW),4745
30300,Balonne (S),Mixed Capacity (MW),1706
10300,Balranald (A),Mixed Capacity (MW),45
30370,Banana (S),Mixed Capacity (MW),2906
20660,Banyule (C),Mixed Capacity (MW),3843
30410,Barcaldine (R),Mixed Capacity (MW),653
30450,Barcoo (S),Mixed Capacity (MW),30
70420,Barkly (R),Mixed Capacity (MW),1010
40310,Barossa (DC),Mixed Capacity (MW),1891
40430,Barunga West (DC),Mixed Capacity (MW),10
20740,Bass Coast (S),Mixed Capacity (MW),733
50350,Bassendean (T),Mixed Capacity (MW),985
10470,Bathurst Regional (A),Mixed Capacity (MW),3568
20830,Baw Baw (S),Mixed Capacity (MW),3147
20910,Bayside (C),Mixed Capacity (MW),4108
50420,Bayswater (C),Mixed Capacity (MW),1921
10550,Bega Valley (A),Mixed Capacity (MW),4160
10600,Bellingen (A),Mixed Capacity (MW),1814
50490,Belmont (C),Mixed Capacity (MW),469
70540,Belyuen (S),Mixed Capacity (MW),15
40520,Berri and Barmera (DC),Mixed Capacity (MW),2241
10650,Berrigan (A),Mixed Capacity (MW),430
50560,Beverley (S),Mixed Capacity (MW),393
30760,Blackall-Tambo (R),Mixed Capacity (MW),763
10750,Blacktown (C),Mixed Capacity (MW),13854
10800,Bland (A),Mixed Capacity (MW),322
10850,Blayney (A),Mixed Capacity (MW),65
10900,Blue Mountains (C),Mixed Capacity (MW),5929
50630,Boddington (S),Mixed Capacity (MW),953
10950,Bogan (A),Mixed Capacity (MW),970
21110,Boroondara (C),Mixed Capacity (MW),6018
11100,Botany Bay (C),Mixed Capacity (MW),1331
30900,Boulia (S),Mixed Capacity (MW),153
11150,Bourke (A),Mixed Capacity (MW),549
50770,Boyup Brook (S),Mixed Capacity (MW),264
60210,Break O'Day (M),Mixed Capacity (MW),824
11200,Brewarrina (A),Mixed Capacity (MW),204
60410,Brighton (M),Mixed Capacity (MW),1326
21180,Brimbank (C),Mixed Capacity (MW),3806
31000,Brisbane (C),Mixed Capacity (MW),54511
11250,Broken Hill (C),Mixed Capacity (MW),1572
50910,Brookton (S),Mixed Capacity (MW),200
50980,Broome (S),Mixed Capacity (MW),810
51080,Broomehill-Tambellup (S),Mixed Capacity (MW),141
51120,Bruce Rock (S),Mixed Capacity (MW),459
31750,Bulloo (S),Mixed Capacity (MW),116
21270,Buloke (S),Mixed Capacity (MW),1611
51190,Bunbury (C),Mixed Capacity (MW),1373
31820,Bundaberg (R),Mixed Capacity (MW),21524
31900,Burdekin (S),Mixed Capacity (MW),2222
31950,Burke (S),Mixed Capacity (MW),1
60610,Burnie (C),Mixed Capacity (MW),1569
40700,Burnside (C),Mixed Capacity (MW),105
11300,Burwood (A),Mixed Capacity (MW),612
51260,Busselton (C),Mixed Capacity (MW),1119
11350,Byron (A),Mixed Capacity (MW),3388
11400,Cabonne (A),Mixed Capacity (MW),1080
32080,Cairns (R),Mixed Capacity (MW),13378
51310,Cambridge (T),Mixed Capacity (MW),1129
11450,Camden (A),Mixed Capacity (MW),5112
21370,Campaspe (S),Mixed Capacity (MW),502
11500,Campbelltown (C) (NSW),Mixed Capacity (MW),5052
40910,Campbelltown (C) (SA),Mixed Capacity (MW),5052
11520,Canada Bay (A),Mixed Capacity (MW),3173
51330,Canning (C),Mixed Capacity (MW),2016
11570,Canterbury-Bankstown (A),Mixed Capacity (MW),10207
51400,Capel (S),Mixed Capacity (MW),663
21450,Cardinia (S),Mixed Capacity (MW),3629
51470,Carnamah (S),Mixed Capacity (MW),681
51540,Carnarvon (S),Mixed Capacity (MW),687
32250,Carpentaria (S),Mixed Capacity (MW),19
11600,Carrathool (A),Mixed Capacity (MW),101
21610,Casey (C),Mixed Capacity (MW),5201
32260,Cassowary Coast (R),Mixed Capacity (MW),4432
41010,Ceduna (DC),Mixed Capacity (MW),1912
11650,Central Coast (C) (NSW),Mixed Capacity (MW),54383
60810,Central Coast (M) (Tas.),Mixed Capacity (MW),2499
11700,Central Darling (A),Mixed Capacity (MW),226
70620,Central Desert (R),Mixed Capacity (MW),3
21670,Central Goldfields (S),Mixed Capacity (MW),2268
61010,Central Highlands (M) (Tas.),Mixed Capacity (MW),205
32270,Central Highlands (R) (Qld),Mixed Capacity (MW),1515
11720,Cessnock (C),Mixed Capacity (MW),4055
41060,Charles Sturt (C),Mixed Capacity (MW),3419
32310,Charters Towers (R),Mixed Capacity (MW),2621
32330,Cherbourg (S),Mixed Capacity (MW),152
51680,Chittering (S),Mixed Capacity (MW),574
61210,Circular Head (M),Mixed Capacity (MW),1371
41140,Clare and Gilbert Valleys (DC),Mixed Capacity (MW),2815
51750,Claremont (T),Mixed Capacity (MW),617
61410,Clarence (C),Mixed Capacity (MW),5150
11730,Clarence Valley (A),Mixed Capacity (MW),6734
41190,Cleve (DC),Mixed Capacity (MW),1611
32450,Cloncurry (S),Mixed Capacity (MW),0
11750,Cobar (A),Mixed Capacity (MW),691
51820,Cockburn (C),Mixed Capacity (MW),1690
11800,Coffs Harbour (C),Mixed Capacity (MW),10692
21750,Colac-Otway (S),Mixed Capacity (MW),2101
51890,Collie (S),Mixed Capacity (MW),1620
41330,Coober Pedy (DC),Mixed Capacity (MW),176
32500,Cook (S),Mixed Capacity (MW),631
12000,Coolamon (A),Mixed Capacity (MW),62
51960,Coolgardie (S),Mixed Capacity (MW),1446
70700,Coomalie (S),Mixed Capacity (MW),101
12150,Coonamble (A),Mixed Capacity (MW),5
52030,Coorow (S),Mixed Capacity (MW),416
41560,Copper Coast (DC),Mixed Capacity (MW),429
21830,Corangamite (S),Mixed Capacity (MW),611
52100,Corrigin (S),Mixed Capacity (MW),23
52170,Cottesloe (T),Mixed Capacity (MW),25
12350,Cowra (A),Mixed Capacity (MW),1922
32600,Croydon (S),Mixed Capacity (MW),11
52310,Cuballing (S),Mixed Capacity (MW),394
52380,Cue (S),Mixed Capacity (MW),428
12380,Cumberland (A),Mixed Capacity (MW),12541
52450,Cunderdin (S),Mixed Capacity (MW),411
52520,Dalwallinu (S),Mixed Capacity (MW),1099
52590,Dandaragan (S),Mixed Capacity (MW),2638
52660,Dardanup (S),Mixed Capacity (MW),189
21890,Darebin (C),Mixed Capacity (MW),4754
71000,Darwin (C),Mixed Capacity (MW),9357
52730,Denmark (S),Mixed Capacity (MW),3827
52800,Derby-West Kimberley (S),Mixed Capacity (MW),541
61510,Derwent Valley (M),Mixed Capacity (MW),888
61610,Devonport (C),Mixed Capacity (MW),3552
32750,Diamantina (S),Mixed Capacity (MW),227
52870,Donnybrook-Balingup (S),Mixed Capacity (MW),886
32770,Doomadgee (S),Mixed Capacity (MW),5
61810,Dorset (M),Mixed Capacity (MW),795
32810,Douglas (S),Mixed Capacity (MW),997
52940,Dowerin (S),Mixed Capacity (MW),929
53010,Dumbleyung (S),Mixed Capacity (MW),412
53080,Dundas (S),Mixed Capacity (MW),322
12700,Dungog (A),Mixed Capacity (MW),1054
71300,East Arnhem (R),Mixed Capacity (MW),593
53150,East Fremantle (T),Mixed Capacity (MW),71
22110,East Gippsland (S),Mixed Capacity (MW),4260
53220,East Pilbara (S),Mixed Capacity (MW),2547
12730,Edward River (A),Mixed Capacity (MW),2585
41750,Elliston (DC),Mixed Capacity (MW),642
53290,Esperance (S),Mixed Capacity (MW),3789
33100,Etheridge (S),Mixed Capacity (MW),26
12750,Eurobodalla (A),Mixed Capacity (MW),9997
53360,Exmouth (S),Mixed Capacity (MW),602
12850,Fairfield (C),Mixed Capacity (MW),10772
12870,Federation (A),Mixed Capacity (MW),24
62010,Flinders (M) (Tas.),Mixed Capacity (MW),0
33200,Flinders (S) (Qld),Mixed Capacity (MW),146
41830,Flinders Ranges (DC),Mixed Capacity (MW),0
12900,Forbes (A),Mixed Capacity (MW),1436
41960,Franklin Harbour (DC),Mixed Capacity (MW),761
22170,Frankston (C),Mixed Capacity (MW),4801
33220,Fraser Coast (R),Mixed Capacity (MW),6304
53430,Fremantle (C),Mixed Capacity (MW),1149
22250,Gannawarra (S),Mixed Capacity (MW),808
42030,Gawler (T),Mixed Capacity (MW),1460
62210,George Town (M),Mixed Capacity (MW),40
12930,Georges River (A),Mixed Capacity (MW),3502
12950,Gilgandra (A),Mixed Capacity (MW),645
53570,Gingin (S),Mixed Capacity (MW),3181
33360,Gladstone (R),Mixed Capacity (MW),7653
62410,Glamorgan/Spring Bay (M),Mixed Capacity (MW),732
13010,Glen Innes Severn (A),Mixed Capacity (MW),1792
22410,Glenelg (S),Mixed Capacity (MW),2424
62610,Glenorchy (C),Mixed Capacity (MW),2109
53640,Gnowangerup (S),Mixed Capacity (MW),793
33430,Gold Coast (C),Mixed Capacity (MW),38035
22490,Golden Plains (S),Mixed Capacity (MW),628
53710,Goomalling (S),Mixed Capacity (MW),296
33610,Goondiwindi (R),Mixed Capacity (MW),2440
53780,Gosnells (C),Mixed Capacity (MW),2069
13310,Goulburn Mulwaree (A),Mixed Capacity (MW),2968
42110,Goyder (DC),Mixed Capacity (MW),1786
42250,Grant (DC),Mixed Capacity (MW),1556
22620,Greater Bendigo (C),Mixed Capacity (MW),8449
22670,Greater Dandenong (C),Mixed Capacity (MW),5216
22750,Greater Geelong (C),Mixed Capacity (MW),13676
53800,Greater Geraldton (C),Mixed Capacity (MW),4493
13340,Greater Hume Shire (A),Mixed Capacity (MW),61
22830,Greater Shepparton (C),Mixed Capacity (MW),3113
13450,Griffith (C),Mixed Capacity (MW),2699
13510,Gundagai (A),Mixed Capacity (MW),1560
13550,Gunnedah (A),Mixed Capacity (MW),2472
13660,Gwydir (A),Mixed Capacity (MW),821
33620,Gympie (R),Mixed Capacity (MW),689
53920,Halls Creek (S),Mixed Capacity (MW),526
53990,Harvey (S),Mixed Capacity (MW),3753
13800,Hawkesbury (C),Mixed Capacity (MW),6102
13850,Hay (A),Mixed Capacity (MW),618
22910,Hepburn (S),Mixed Capacity (MW),915
13910,Hilltops (A),Mixed Capacity (MW),344
33800,Hinchinbrook (S),Mixed Capacity (MW),1235
22980,Hindmarsh (S),Mixed Capacity (MW),176
62810,Hobart (C),Mixed Capacity (MW),4268
23110,Hobsons Bay (C),Mixed Capacity (MW),5090
42600,Holdfast Bay (C),Mixed Capacity (MW),468
33830,Hope Vale (S),Mixed Capacity (MW),55
14000,Hornsby (A),Mixed Capacity (MW),5702
23190,Horsham (RC),Mixed Capacity (MW),1621
23270,Hume (C),Mixed Capacity (MW),4041
63010,Huon Valley (M),Mixed Capacity (MW),1283
23350,Indigo (S),Mixed Capacity (MW),879
14170,Inner West (A),Mixed Capacity (MW),6276
14200,Inverell (A),Mixed Capacity (MW),2412
33960,Ipswich (C),Mixed Capacity (MW),35055
54060,Irwin (S),Mixed Capacity (MW),1257
33980,Isaac (R),Mixed Capacity (MW),16610
54130,Jerramungup (S),Mixed Capacity (MW),742
54170,Joondalup (C),Mixed Capacity (MW),1928
14300,Junee (A),Mixed Capacity (MW),638
54200,Kalamunda (S),Mixed Capacity (MW),778
54280,Kalgoorlie/Boulder (C),Mixed Capacity (MW),2861
42750,Kangaroo Island (DC),Mixed Capacity (MW),359
43080,Karoonda East Murray (DC),Mixed Capacity (MW),5
54310,Karratha (C),Mixed Capacity (MW),2288
54340,Katanning (S),Mixed Capacity (MW),1063
72200,Katherine (T),Mixed Capacity (MW),1609
54410,Kellerberrin (S),Mixed Capacity (MW),523
14350,Kempsey (A),Mixed Capacity (MW),2961
54480,Kent (S),Mixed Capacity (MW),364
63210,Kentish (M),Mixed Capacity (MW),538
14400,Kiama (A),Mixed Capacity (MW),2714
43220,Kimba (DC),Mixed Capacity (MW),1008
63410,King Island (M),Mixed Capacity (MW),575
63610,Kingborough (M),Mixed Capacity (MW),1660
23430,Kingston (C) (Vic.),Mixed Capacity (MW),5808
43360,Kingston (DC) (SA),Mixed Capacity (MW),381
23670,Knox (C),Mixed Capacity (MW),6341
54550,Kojonup (S),Mixed Capacity (MW),537
54620,Kondinin (S),Mixed Capacity (MW),713
54690,Koorda (S),Mixed Capacity (MW),294
34420,Kowanyama (S),Mixed Capacity (MW),30
54760,Kulin (S),Mixed Capacity (MW),863
14500,Ku-ring-gai (A),Mixed Capacity (MW),2970
54830,Kwinana (C),Mixed Capacity (MW),580
14550,Kyogle (A),Mixed Capacity (MW),914
14600,Lachlan (A),Mixed Capacity (MW),42
54900,Lake Grace (S),Mixed Capacity (MW),730
14650,Lake Macquarie (C),Mixed Capacity (MW),28649
14700,Lane Cove (A),Mixed Capacity (MW),760
23810,Latrobe (C) (Vic.),Mixed Capacity (MW),5989
63810,Latrobe (M) (Tas.),Mixed Capacity (MW),201
64010,Launceston (C),Mixed Capacity (MW),4872
54970,Laverton (S),Mixed Capacity (MW),177
14750,Leeton (A),Mixed Capacity (MW),2075
55040,Leonora (S),Mixed Capacity (MW),307
43650,Light (RegC),Mixed Capacity (MW),1397
14850,Lismore (C),Mixed Capacity (MW),3755
72300,Litchfield (M),Mixed Capacity (MW),693
14870,Lithgow (C),Mixed Capacity (MW),1416
14900,Liverpool (C),Mixed Capacity (MW),12879
14920,Liverpool Plains (A),Mixed Capacity (MW),120
34530,Livingstone (S),Mixed Capacity (MW),1184
14950,Lockhart (A),Mixed Capacity (MW),127
34570,Lockhart River (S),Mixed Capacity (MW),14
34580,Lockyer Valley (R),Mixed Capacity (MW),9940
23940,Loddon (S),Mixed Capacity (MW),438
34590,Logan (C),Mixed Capacity (MW),8735
34710,Longreach (R),Mixed Capacity (MW),1521
43710,Lower Eyre Peninsula (DC),Mixed Capacity (MW),108
43790,Loxton Waikerie (DC),Mixed Capacity (MW),1543
72330,MacDonnell (R),Mixed Capacity (MW),0
24130,Macedon Ranges (S),Mixed Capacity (MW),755
34770,Mackay (R),Mixed Capacity (MW),16850
15050,Maitland (C),Mixed Capacity (MW),6170
43920,Mallala (DC),Mixed Capacity (MW),487
55110,Mandurah (C),Mixed Capacity (MW),2703
55180,Manjimup (S),Mixed Capacity (MW),3001
24210,Manningham (C),Mixed Capacity (MW),3309
24250,Mansfield (S),Mixed Capacity (MW),2079
34830,Mapoon (S),Mixed Capacity (MW),226
44000,Maralinga Tjarutja (AC),Mixed Capacity (MW),42
34860,Maranoa (R),Mixed Capacity (MW),3480
34880,Mareeba (S),Mixed Capacity (MW),2724
24330,Maribyrnong (C),Mixed Capacity (MW),3740
44060,Marion (C),Mixed Capacity (MW),4473
24410,Maroondah (C),Mixed Capacity (MW),4343
34800,McKinlay (S),Mixed Capacity (MW),177
64210,Meander Valley (M),Mixed Capacity (MW),2411
55250,Meekatharra (S),Mixed Capacity (MW),0
24600,Melbourne (C),Mixed Capacity (MW),17449
24650,Melton (C),Mixed Capacity (MW),882
55320,Melville (C),Mixed Capacity (MW),3126
55390,Menzies (S),Mixed Capacity (MW),883
55460,Merredin (S),Mixed Capacity (MW),1066
44210,Mid Murray (DC),Mixed Capacity (MW),235
15240,Mid-Coast (A),Mixed Capacity (MW),14647
15270,Mid-Western Regional (A),Mixed Capacity (MW),2368
24780,Mildura (RC),Mixed Capacity (MW),5176
55530,Mingenew (S),Mixed Capacity (MW),280
44340,Mitcham (C),Mixed Capacity (MW),0
24850,Mitchell (S),Mixed Capacity (MW),1522
24900,Moira (S),Mixed Capacity (MW),2559
24970,Monash (C),Mixed Capacity (MW),5350
25060,Moonee Valley (C),Mixed Capacity (MW),5154
55600,Moora (S),Mixed Capacity (MW),631
25150,Moorabool (S),Mixed Capacity (MW),779
55670,Morawa (S),Mixed Capacity (MW),299
15300,Moree Plains (A),Mixed Capacity (MW),1973
25250,Moreland (C),Mixed Capacity (MW),4967
35010,Moreton Bay (R),Mixed Capacity (MW),21993
35250,Mornington (S),Mixed Capacity (MW),34
25340,Mornington Peninsula (S),Mixed Capacity (MW),11271
15350,Mosman (A),Mixed Capacity (MW),3014
55740,Mosman Park (T),Mixed Capacity (MW),98
25430,Mount Alexander (S),Mixed Capacity (MW),586
44550,Mount Barker (DC),Mixed Capacity (MW),756
44620,Mount Gambier (C),Mixed Capacity (MW),83
35300,Mount Isa (C),Mixed Capacity (MW),0
55810,Mount Magnet (S),Mixed Capacity (MW),1326
55880,Mount Marshall (S),Mixed Capacity (MW),580
44830,Mount Remarkable (DC),Mixed Capacity (MW),384
25490,Moyne (S),Mixed Capacity (MW),673
55950,Mukinbudin (S),Mixed Capacity (MW),551
56090,Mundaring (S),Mixed Capacity (MW),881
56160,Murchison (S),Mixed Capacity (MW),90
56230,Murray (S),Mixed Capacity (MW),633
45040,Murray Bridge (RC),Mixed Capacity (MW),1614
15520,Murray River (A),Mixed Capacity (MW),2868
25620,Murrindindi (S),Mixed Capacity (MW),421
15560,Murrumbidgee (A),Mixed Capacity (MW),179
35600,Murweh (S),Mixed Capacity (MW),4100
15650,Muswellbrook (A),Mixed Capacity (MW),2146
15700,Nambucca (A),Mixed Capacity (MW),7786
56300,Nannup (S),Mixed Capacity (MW),923
35670,Napranum (S),Mixed Capacity (MW),773
45090,Naracoorte and Lucindale (DC),Mixed Capacity (MW),1851
56370,Narembeen (S),Mixed Capacity (MW),332
15750,Narrabri (A),Mixed Capacity (MW),2447
15800,Narrandera (A),Mixed Capacity (MW),28
56460,Narrogin (S),Mixed Capacity (MW),1543
15850,Narromine (A),Mixed Capacity (MW),770
56580,Nedlands (C),Mixed Capacity (MW),482
15900,Newcastle (C),Mixed Capacity (MW),18122
56620,Ngaanyatjarraku (S),Mixed Capacity (MW),104
25710,Nillumbik (S),Mixed Capacity (MW),2594
35740,Noosa (S),Mixed Capacity (MW),2244
35760,North Burnett (R),Mixed Capacity (MW),1851
15950,North Sydney (A),Mixed Capacity (MW),1302
56730,Northam (S),Mixed Capacity (MW),2089
56790,Northampton (S),Mixed Capacity (MW),1195
45120,Northern Areas (DC),Mixed Capacity (MW),1
15990,Northern Beaches (A),Mixed Capacity (MW),11970
25810,Northern Grampians (S),Mixed Capacity (MW),2841
64610,Northern Midlands (M),Mixed Capacity (MW),2214
35780,Northern Peninsula Area (R),Mixed Capacity (MW),0
45290,Norwood Payneham St Peters (C),Mixed Capacity (MW),364
56860,Nungarin (S),Mixed Capacity (MW),1
16100,Oberon (A),Mixed Capacity (MW),88
45340,Onkaparinga (C),Mixed Capacity (MW),4238
16150,Orange (C),Mixed Capacity (MW),4439
45400,Orroroo/Carrieton (DC),Mixed Capacity (MW),0
35790,Palm Island (S),Mixed Capacity (MW),1147
72800,Palmerston (C),Mixed Capacity (MW),837
16200,Parkes (A),Mixed Capacity (MW),1815
35800,Paroo (S),Mixed Capacity (MW),647
16260,Parramatta (C),Mixed Capacity (MW),10543
16350,Penrith (C),Mixed Capacity (MW),10683
56930,Peppermint Grove (S),Mixed Capacity (MW),2
57000,Perenjori (S),Mixed Capacity (MW),384
57080,Perth (C),Mixed Capacity (MW),333
45540,Peterborough (DC),Mixed Capacity (MW),0
57140,Pingelly (S),Mixed Capacity (MW),552
57210,Plantagenet (S),Mixed Capacity (MW),918
45680,Playford (C),Mixed Capacity (MW),6031
36070,Pormpuraaw (S),Mixed Capacity (MW),19
45890,Port Adelaide Enfield (C),Mixed Capacity (MW),5117
46090,Port Augusta (C),Mixed Capacity (MW),3317
